date,visitors_pool_total,sportbad_closed,freizeitbad_closed,sauna_closed,kursbecken_closed,event,price_adult_90min,price_adult_max,price_reduced_90min,price_reduced_max,sloop_dummy,sloop_days_since_opening,school_holiday,bank_holiday,precipitation_DWD,snow_height_DWD,air_humidity_UniOS,air_pressure_UniOS,global_solar_radiation_UniOS,temperature_UniOS,wind_speed_avg_UniOS,wind_speed_max_UniOS,wind_direction_E,wind_direction_N,wind_direction_NE,wind_direction_NW,wind_direction_SE,wind_direction_SW,wind_direction_W
7/20/2009,1640,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,4.0,0,73.4289236111,1003.87954861,243.814826389,16.0074305556,14.9739236111,49.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7/21/2009,2015,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,27.0,0,65.9493402778,1002.22642361,313.823402778,20.0869444444,8.3090277778,43.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7/22/2009,2343,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,3.5,0,75.8948432056,995.501881533,185.759581882,21.2690940767,11.8357491289,45.66,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7/23/2009,1926,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,14.6,0,85.0758680556,993.629409722,116.698854167,18.1259722222,8.3701388889,27.84,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7/24/2009,1798,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,16.1,0,81.7400347222,1001.08673611,243.715555556,16.0554166667,11.4343055556,43.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7/25/2009,2088,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,2.5,0,77.2666319444,1007.60857639,266.987395833,16.0343055556,14.1638541667,48.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7/26/2009,2183,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,0.0,0,65.2538541667,1010.38121528,278.304409722,17.900625,10.2414583333,37.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7/27/2009,2318,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,1.9,0,60.9996180556,1001.93663194,306.502152778,21.0054861111,11.7994444444,48.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7/28/2009,1708,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,0.0,0,70.6044097222,1008.95520833,239.212013889,17.0227430556,12.1051736111,35.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7/29/2009,2129,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,3.2,0,75.0727631579,1009.81934211,1.6410526316,13.6480263158,6.5192105263,15.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7/30/2009,1998,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,1.5,0,65.6015384615,1008.25813187,396.004010989,17.5612087912,19.0128021978,58.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7/31/2009,1566,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,0.0,0,64.0784027778,1012.62506944,324.5565625,16.4998263889,8.5602430556,27.57,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/1/2009,1691,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,0.4,0,60.6371875,1004.1965625,248.548298611,19.4356944444,7.9315972222,34.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8/2/2009,2601,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,2.0,0,80.4890277778,999.097986111,129.916006944,17.9940972222,8.7571527778,34.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8/3/2009,1626,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,0.0,0,73.5817013889,1006.30024306,191.897916667,16.2564236111,6.5305555556,26.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8/4/2009,2184,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,0.0,0,63.1049305556,1010.56333333,298.386215278,18.7776388889,4.2228125,21.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/5/2009,3483,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,0.0,0,53.0028571429,1011.60344948,334.472299652,21.7267247387,7.4295818815,28.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8/6/2009,2069,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,0.0,0,52.5666666667,1010.28305556,326.142881944,23.5934722222,8.8788541667,38.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8/7/2009,1971,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,0.0,0,52.9453819444,1007.4078125,257.731388889,24.8778819444,7.9938541667,32.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8/8/2009,1434,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,23.9,0,87.6746527778,1008.4346875,74.3069097222,18.9763541667,6.1772569444,22.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8/9/2009,2055,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,0.0,0,85.2889930556,1008.09725694,128.631041667,19.1974652778,6.6815972222,22.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8/10/2009,805,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,0.3,0,77.5759027778,1005.35354167,187.995902778,19.5007291667,5.1648611111,23.53,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8/11/2009,980,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,1.0,0,80.3051041667,1005.95836806,161.407326389,18.480625,9.2402777778,30.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/12/2009,1171,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,1.4,0,84.0827874564,1006.31268293,102.810766551,17.2703484321,11.7229268293,41.48,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/13/2009,1049,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,0.0,0,76.0151736111,1005.37791667,202.442847222,17.1278125,8.2614236111,26.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/14/2009,997,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,0.0,0,69.5635763889,1008.08732639,242.698472222,16.9182291667,5.8415972222,25.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/15/2009,1471,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,60.3314583333,1005.28868056,297.521597222,20.7792708333,12.3662152778,40.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/16/2009,1852,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,69.4197916667,1003.84010417,249.735902778,20.8526041667,11.4774305556,37.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/17/2009,834,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3.5,0,77.4316319444,1003.42395833,225.027708333,18.6383333333,10.3641319444,40.86,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/18/2009,761,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,72.6792361111,1009.73916667,255.700104167,18.2816666667,8.9021180556,32.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/19/2009,1487,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,58.4381533101,1009.8895122,292.57728223,22.7809059233,6.7702090592,27.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8/20/2009,2613,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,6.8,0,55.5935416667,1006.10347222,225.425729167,26.0629861111,10.9093402778,46.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8/21/2009,957,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,73.7831944444,1009.22788194,227.995173611,18.8118402778,10.6670486111,33.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/22/2009,1180,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,67.9379166667,1013.19229167,253.874340278,17.1213888889,9.2414236111,30.86,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/23/2009,1987,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,61.7196180556,1011.78104167,289.508611111,18.9063541667,7.8180902778,36.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8/24/2009,1054,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,53.9311458333,1000.91305556,300.596284722,21.3054861111,9.8197916667,45.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8/25/2009,668,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1.0,0,76.0719791667,999.6084375,95.0372569444,19.5044444444,7.6897222222,28.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/26/2009,611,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,66.8332638889,1004.80722222,243.412638889,18.5626041667,9.2165972222,35.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/27/2009,758,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,62.1422222222,1004.14222222,238.9178125,21.3410069444,9.8377777778,48.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/28/2009,744,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.2,0,68.7017013889,1000.65083333,182.2875,18.1269791667,14.654375,57.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/29/2009,1083,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1.3,0,71.9848958333,1006.0459375,210.315104167,13.8394791667,14.7419444444,48.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/30/2009,1585,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,71.208125,1008.93052083,161.4321875,13.8006597222,11.7165625,45.66,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8/31/2009,740,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,61.0143055556,1006.46493056,273.878472222,18.6980902778,9.4420833333,34.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9/1/2009,790,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3.8,0,64.5536458333,999.899340278,133.597222222,19.6144791667,11.9569444444,51.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9/2/2009,539,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2.6,0,74.7998611111,1002.04472222,166.013090278,16.6250694444,13.1139930556,40.86,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9/3/2009,591,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.2,0,76.0246180556,989.892222222,149.25,15.0,18.5198958333,73.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9/4/2009,626,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,6.8,0,69.6344097222,992.829409722,192.010104167,14.1050694444,21.2616666667,52.82,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9/5/2009,1529,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,15.4,0,84.160625,1004.00711806,126.485486111,13.2194444444,15.7363888889,52.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9/6/2009,1540,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,79.4234722222,1011.99885417,95.5090972222,13.5575347222,12.2645833333,32.66,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9/7/2009,581,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,73.2149305556,1011.41704861,212.4290625,16.4520486111,7.3767013889,29.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9/8/2009,651,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,66.0119444444,1011.48059028,245.956076389,19.7378472222,6.6558333333,26.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9/9/2009,620,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.2,0,70.9247222222,1013.69496528,160.811944444,19.1175,7.0558333333,31.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9/10/2009,523,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,75.6802083333,1020.39045139,116.966145833,15.4315625,9.8777777778,36.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9/11/2009,690,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,75.4532291667,1021.92996528,191.486493056,14.5506944444,8.6310069444,37.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9/12/2009,816,0,0,0,0,1,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,77.9636111111,1016.83850694,135.450138889,14.3450347222,6.2467361111,26.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9/13/2009,1394,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1.3,0,80.4647916667,1009.73770833,138.860243056,13.5616666667,9.8298263889,40.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9/14/2009,623,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4.8,0,78.1584375,1009.68774306,113.327395833,13.8403472222,12.0448263889,46.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9/15/2009,540,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4.8,0,88.9564583333,1008.5309375,47.7519444444,13.8586458333,13.1622222222,44.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9/16/2009,481,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,83.0832638889,1007.80128472,115.530138889,15.4288888889,12.3078819444,40.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9/17/2009,503,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,71.8610069444,1009.495625,229.2134375,13.3160416667,9.4843055556,33.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9/18/2009,593,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,73.9795833333,1009.10163194,224.098819444,14.5156597222,6.9453472222,37.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9/19/2009,768,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,70.3664583333,1005.67486111,208.753923611,18.1130208333,6.4335069444,27.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9/20/2009,1124,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,80.2630902778,1007.83888889,168.225416667,17.6350694444,5.7014236111,37.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9/21/2009,676,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,77.5467708333,1014.32079861,195.770381944,14.4813541667,5.2425694444,22.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9/22/2009,485,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,69.0074652778,1013.39302083,172.274618056,15.3527777778,11.2161458333,44.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9/23/2009,583,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,79.2065625,1013.25152778,77.3415625,15.1564930556,12.8039236111,35.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9/24/2009,496,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,70.0707638889,1012.97305556,156.2825,15.06625,7.2128125,28.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9/25/2009,546,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,80.7996875,1015.78440972,96.1145138889,12.5183680556,4.12125,16.59,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9/26/2009,899,0,0,0,0,1,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,74.0013888889,1016.6721875,172.816423611,13.9838194444,2.8017708333,16.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9/27/2009,1676,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,74.9663541667,1015.34756944,192.066979167,14.0348263889,4.0949652778,17.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9/28/2009,615,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,84.9467013889,1011.87489583,89.0280208333,13.2783680556,10.1755555556,40.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9/29/2009,541,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,6.8,0,89.3229861111,1006.83902778,60.8190277778,14.0642013889,13.4655555556,39.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9/30/2009,528,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2.6,0,88.3086458333,1005.8846875,95.0173263889,12.8558333333,8.6623263889,29.89,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10/1/2009,390,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.2,0,79.9580902778,1001.56576389,114.083854167,12.2743402778,11.6112847222,47.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10/2/2009,528,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2.6,0,85.7630208333,1003.94472222,56.2198958333,8.8167708333,10.8067361111,30.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10/3/2009,1241,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,3,2.8,0,79.8532986111,997.258506944,61.7931944444,11.5146527778,23.1923958333,69.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10/4/2009,1315,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,0.0,0,72.1673263889,996.426909722,131.466388889,11.7776041667,19.1104513889,65.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10/5/2009,878,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,2.6,0,80.9247569444,1003.47211806,64.8614583333,9.3592013889,7.4211458333,29.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10/6/2009,859,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,4.6,0,92.1811111111,999.375520833,44.7489583333,12.4443402778,8.6539583333,34.69,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10/7/2009,1069,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,44.6,0,89.4023958333,998.182013889,70.7644097222,16.9396180556,15.2021875,45.66,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10/8/2009,1027,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,5.1,0,84.73875,1002.088125,146.482465278,10.9242708333,7.9306597222,35.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
